pairId,semanticA,semanticB,sourceSha256A,sourceSha256B,dimensionsA,dimensionsB,alphaBoundsA,alphaBoundsB,outlineDifferenceRatio,sourceNodeIdsA,sourceNodeIdsB,scopeA,scopeB,decision,reason,reviewSheet
NEAR-081,equipment_raccoon_engineer_coat__326x283,equipment_raccoon_engineer_coat__651x566,69d5017f11f18cc186fb401ac96d01e70e95b6df3b714764795466d149891484,3102a68ae72c58f976ed0c8e934dce5ca1a90808458a65918b0857eb3e0c901e,"[326, 283]","[651, 566]","[0, 0, 326, 283]","[0, 0, 651, 566]",0.005615,[],"[""80:1061""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_07.jpg
NEAR-082,branding_logo__362x272,branding_logo__1448x1086_variant2,8ba8a0aeab1db48266e3f3bf58b5f314df131e0d367086faeefee79c1b87bd6a,82a2f6d6dc2d9b8b2cf57cfce5d39d6003e07ab542f4bb0c5ef7cfe2c227edcf,"[362, 272]","[1448, 1086]","[13, 9, 349, 264]","[52, 37, 1396, 1054]",0.001541,[],"[""I2:4;2:15"", ""2:15"", ""I90:1757;2:15"", ""I110:1151;2:15"", ""I109:602;110:1151;2:15"", ""I109:604;110:1151;2:15"", ""I109:606;110:1151;2:15"", ""I109:608;110:1151;2:15"", ""I109:610;110:1151;2:15"", ""I109:612;110:1151;2:15""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_07.jpg
NEAR-083,hero_inferno_dragon__1886x1748,hero_inferno_dragon__472x437,98edc841daa5099456253acb15c58dcfd13ec3e3b665c88a97560f9e251d778f,37992e550ae8f303a2c1b434fe5e7bc3ab3848432ade37fdc6e9729edbb2fb9d,"[1886, 1748]","[472, 437]","[0, 0, 1886, 1748]","[0, 0, 472, 437]",0.003143,"[""I30:1297;30:1265"", ""32:1312"", ""39:1359""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_07.jpg
NEAR-084,equipment_lion_knight_hammer__255x348,equipment_lion_knight_hammer__509x696,53e066aaa1b479f32f3aa5e8db01530b4437e84832e6e6c13ed7bf31c8e16dc7,4dc6c1c5b0a424ccf7b567d1aa5c5dd654f87ee5fa7ec8d80f3eac99570868be,"[255, 348]","[509, 696]","[0, 0, 255, 348]","[0, 0, 509, 696]",0.003372,[],"[""80:1040""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_07.jpg
NEAR-085,ui_icon_battle_swords__1402x1456,ui_icon_battle_swords__351x364,786b978db44f3144fed66330f7c9b1f8dae205d47b798beaf555b52bbbf93573,b43e93b58d0cb5fe4026b5328fdf240eb03a8df4b4055a26e16bad9206df75b8,"[1402, 1456]","[351, 364]","[0, 0, 1402, 1456]","[0, 0, 351, 364]",0.002304,"[""I19:1211;19:1193"", ""I89:1321;19:1193"", ""I80:1120;19:1193"", ""I71:290;19:1193"", ""I75:754;19:1193"", ""80:1099"", ""80:1106"", ""19:1193""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_08.jpg
NEAR-086,enemy_iron_beetle__459x410,enemy_iron_beetle__1835x1638,a4d3d6d92a18a96a072757651d9c2bf398598c24ecae92555ddffc02b227e4e2,a700c124e81fbedc1330d5894e493eae5869a138d59f9f58111e48b874f1cc51,"[459, 410]","[1835, 1638]","[0, 0, 459, 410]","[0, 0, 1835, 1638]",0.00209,[],"[""37:1348""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_08.jpg
NEAR-087,ui_button_gold__298x163,ui_button_gold__2378x1300,6ac0ffd2bdf989190dcd3cb1d141447c87402c1888d912b44e6ac8f22913c8ab,61d5be2b18a8882ca75e666feb312c53680eb6dca700942708314cabffb04e83,"[298, 163]","[2378, 1300]","[0, 0, 298, 163]","[0, 0, 2378, 1300]",0.00209,[],"[""I2:408;2:481"", ""I2:425;2:484"", ""I106:560;2:484"", ""I89:1604;89:1519"", ""I89:1604;89:1552"", ""I89:1604;89:1568"", ""I89:1604;89:1584"", ""I89:1604;89:1599"", ""89:1519"", ""89:1552"", ""89:1568"", ""89:1584"", ""89:1599"", ""89:1721"", ""I75:606;75:583"", ""I80:925;75:583"", ""I80:970;79:897"", ""I80:971;76:892"", ""79:897"", ""76:892"", ""75:583"", ""2:481"", ""2:484""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_08.jpg
NEAR-088,equipment_fox_sorcerer_ring_mask__231x258,equipment_fox_sorcerer_ring_mask__461x515,510e4babcaf64909884b89c0ee3b37eb17750f5b90b9d75058177f3790ee998e,85448c224627bec7ff919696f00184e966fc66ee6d4f2f26d183f74a0c09e9d6,"[231, 258]","[461, 515]","[0, 0, 231, 258]","[0, 0, 461, 515]",0.006546,[],"[""80:1056""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_08.jpg
NEAR-089,ui_icon_blue_triangle__1484x1322,ui_icon_blue_triangle__371x331,81eba1816d5e924a18928f5b44e2036580d298c778b8e1fa5b9d73f6fb2fe0b6,ce392458381bcb47eb0222e390e146d5f79d27db073276d0a71c634073fa5e3d,"[1484, 1322]","[371, 331]","[0, 0, 1484, 1322]","[0, 0, 371, 331]",0.000854,"[""I91:576;2:663"", ""I91:582;2:663"", ""I91:570;2:663"", ""2:663"", ""I2:671;2:663""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_08.jpg
NEAR-090,background_dungeon_frost_strip__272x91,background_dungeon_frost_strip__2172x724,4990d49d4d5769d7d0364d49ce3b89213fa3cdeb4aea0d3b0fc28343603bfdf7,695a0db3c21e3ac7dc18e08a9ad9e3824187d28c004555bf2e725039e511bbcb,"[272, 91]","[2172, 724]","[0, 0, 272, 91]","[0, 0, 2172, 724]",0.003906,[],"[""I88:1291;86:1258"", ""86:1258"", ""86:1264""]",USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_08.jpg
NEAR-091,relic_blue_crescent__253x290,relic_blue_crescent__505x579,26f5b7535f099ca443ae4d8f09f7d920123be80e8163c84d3eecff689f50be96,f9199ea9a97a96c800489f8f9b4bc2766044b5f065017830bfe54c9f8246805e,"[253, 290]","[505, 579]","[0, 0, 253, 290]","[0, 0, 505, 579]",0.003296,[],"[""I73:454;73:436"", ""73:500""]",USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_08.jpg
NEAR-092,equipment_raccoon_engineer_chest_machine__668x500,equipment_raccoon_engineer_chest_machine__334x250,a0b74f4a855a2dd00d085fda4d9098e997d0eafa3e28f703fab2c06d6d97f967,90a71b39e36341da11896ac6684f75e79842c3685d6ddad1b5a7681d6eee32b2,"[668, 500]","[334, 250]","[0, 0, 668, 500]","[0, 0, 334, 250]",0.000107,"[""80:1064""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_08.jpg
NEAR-093,relic_leaf_crescent__470x571,relic_leaf_crescent__235x286,dee381fa4b917cefb8f27501870deecba240b0d8a44d124b1d79c3baefcd677c,1c98eb0665dbdeb7ef902664f72d7848827ddf8a5ff01d2b078c08c656b60b38,"[470, 571]","[235, 286]","[0, 0, 470, 571]","[0, 0, 235, 286]",0.008148,"[""I73:442;73:436"", ""73:498""]",[],USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_08.jpg
NEAR-094,equipment_elf_archer_ring_leaf__529x544,equipment_elf_archer_ring_leaf__265x272,26aeb77ab5fa7c4ca3473a2993d3bb1c87cec7d3cab7a9885244010fd5d1edee,9953c1d2d2c72597e2bbac28aac82950948b89ab4afa73e43353eec2f5361ea4,"[529, 544]","[265, 272]","[0, 0, 529, 544]","[0, 0, 265, 272]",0.005173,"[""I80:945;80:911"", ""80:1013""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_08.jpg
NEAR-095,enemy_dark_bat_mage__472x383,enemy_dark_bat_mage__1888x1531,f3f4637120f244495cf707811565e223f52488455a8fc58c0501fac0cd85d279,f118f2c0887a3c7d9e3ade50c1fa7443169166c6a94c4cc86d5cab8a64ee7183,"[472, 383]","[1888, 1531]","[0, 0, 472, 383]","[0, 0, 1888, 1531]",0.001007,[],"[""37:1349""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_08.jpg
NEAR-096,ui_icon_sword__525x536,ui_icon_sword__263x268,5742eb59c3aab5fa28e82c25c48570f6d0b499d8caac8ee7c31abc5b7efc004a,bf74a88ef0bcf5e9b78ef4b4dbc76fedaa6acc53b0f51c955f8bc2f9a0ae820d,"[525, 536]","[263, 268]","[0, 0, 525, 536]","[0, 0, 263, 268]",0.001816,"[""I89:1604;89:1499"", ""I89:1604;89:1542"", ""I89:1604;89:1558"", ""I89:1604;89:1574"", ""I89:1604;89:1589"", ""89:1499"", ""89:1542"", ""89:1558"", ""89:1574"", ""89:1589"", ""89:1718"", ""110:1229"", ""I109:602;110:1229"", ""I109:604;110:1229"", ""I109:606;110:1229"", ""I109:608;110:1229"", ""I109:610;110:1229"", ""I109:612;110:1229""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_08.jpg
NEAR-097,ui_nav_heroes_helmet__476x388,ui_nav_heroes_helmet__1902x1550,de660a8e5eabada873b871c369782d63c63a03ab439dfb03c4f399dfdd33e1c7,49e5635f7dd1c321ddd25491b61931e373167e566b8f457f011973e9e48f90e1,"[476, 388]","[1902, 1550]","[0, 0, 476, 388]","[0, 0, 1902, 1550]",0.003357,[],"[""I19:1207;19:1193"", ""I89:1320;19:1193"", ""I80:1119;19:1193"", ""I71:289;19:1193"", ""I75:753;19:1193"", ""32:1320""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_09.jpg
NEAR-098,relic_fire_dragon_head__203x288,relic_fire_dragon_head__406x576,90e3eaeda769b50663313748cd21e125fa93b97402176f2132a5667dcaec542f,3da2745ec746d5777f47ea89562c27a1d8666377c8148aa2b54be9b7e325d184,"[203, 288]","[406, 576]","[0, 0, 203, 288]","[0, 0, 406, 576]",4.6e-05,[],"[""I73:463;73:436"", ""73:504""]",USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_09.jpg
NEAR-099,ui_panel_blue_square__362x404,ui_panel_dark_square__394x399,d5a4b0effd8a3393d95fb03b72274b3dd356c249c3a5dc86d4dabb2937a363d7,11fba0c719c29b6797d61aa95dba493c56cd73536b0d40c5df215390bdb09f55,"[362, 404]","[394, 399]","[0, 0, 362, 404]","[0, 0, 394, 399]",0.089966,[],[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,"Different panel fill (blue versus dark violet), border and aspect ratio; not interchangeable UI art.",analysis/figma/near_duplicate_review/pairs_09.jpg
NEAR-100,relic_green_disc__242x274,relic_green_disc__483x547,c3808158e04cd38a9d6cfddde8febad3179ba104f134b1f6ea59591902747e0d,f68e6b52f10d37e8acb7b7a94eba0a5af1818e17a80951f170a33f507051fd49,"[242, 274]","[483, 547]","[0, 0, 242, 274]","[0, 0, 483, 547]",0.00351,[],"[""I73:453;73:436"", ""73:499""]",USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_09.jpg
NEAR-101,equipment_owl_mage_staff_owl__478x836,equipment_owl_mage_staff_owl__239x418,363f9dfc08389657906da5269755aa2068bb50467797f359c9948bd93f27d60d,048f3c41d8ac54b8e87495e293868ba02a31aa3265a2d7ab3cab9529efc4d847,"[478, 836]","[239, 418]","[0, 0, 478, 836]","[0, 0, 239, 418]",3.1e-05,"[""80:1032""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_09.jpg
NEAR-102,equipment_turtle_warrior_hammer__281x323,equipment_turtle_warrior_hammer__562x646,09b2577fcbe54b7a9851f07386fed80406ea6d33f4f49cf2b67c9a9cba1f511a,a6507fa05f567e30990e93cfd2a882eb469bb1bb429fcac35a5fce6dcab76aab,"[281, 323]","[562, 646]","[0, 0, 281, 323]","[0, 0, 562, 646]",3.1e-05,[],"[""80:1078""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_09.jpg
NEAR-103,branding_welcome_text__272x91,branding_welcome_text__2172x724_variant2,372ed19f77ed479ee26da1fe4049703b619efe073b540437cdc83117e54f7ed9,fd8d59b382f3b3c3f933f17b7a7dd18fb7b536d12eb2142d33ff72125be4179d,"[272, 91]","[2172, 724]","[0, 0, 272, 91]","[0, 0, 2172, 724]",0.003906,[],"[""90:1779"", ""90:1780""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_09.jpg
NEAR-104,ui_frame_purple_shield__1628x1719,ui_frame_purple_shield__407x430,3a981b702c791b1154957731cd72842ebc2364f518e1ffda5e12a1f8596fa3a0,a5883b444bbef3cb48db3d18843babc4feaaea20e0f67a643cf1705d5b34cbfc,"[1628, 1719]","[407, 430]","[0, 0, 1628, 1719]","[0, 0, 407, 430]",0.000519,"[""I73:460;73:532"", ""I73:461;73:532"", ""I73:462;73:532"", ""I73:463;73:532""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_09.jpg
NEAR-105,hero_owl_mage__454x440,hero_owl_mage__1813x1760,3cc1d97a94a86e6accdada7ba90cb27c035e84473d22d04eec59b9f19261fd67,36a86bab0a33a6123120197a3737429812d8581fc4f153fa05636a1642197f50,"[454, 440]","[1813, 1760]","[0, 0, 454, 440]","[0, 0, 1813, 1760]",0.014481,[],"[""I30:1289;30:1265"", ""39:1364""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_09.jpg
NEAR-106,background_floating_islands__941x1672,background_floating_islands__236x418,ec5c23fbb04b3ee8647540f5e87334d9d109114d3c73cf7d20119c3b86ec2c74,5bbd5f113ad673103d55b28dac8d6c72f31913ba2972c793b368e8054ea66832,"[941, 1672]","[236, 418]","[0, 0, 941, 1672]","[0, 0, 236, 418]",0.003906,"[""I2:3;2:8"", ""2:8"", ""I2:115;2:8"", ""I2:172;2:8"", ""I2:187;2:8"", ""I2:266;2:8"", ""I2:277;2:8"", ""I2:288;2:8"", ""I2:407;2:8"", ""I2:419;2:8"", ""I106:554;2:8"", ""I2:427;2:8"", ""I89:1311;2:8"", ""I80:1110;2:8""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_09.jpg
NEAR-107,enemy_stone_gargoyle__1789x1558,enemy_stone_gargoyle__448x390,0884660aeb4e4650f68f218a89143280903c84bd20d4adefe231cfe3bef994d5,bb5ac0bcc29119e518fa36af50b6abad1ffdaaf7b5d36d5f89078fb4ca223bfd,"[1789, 1558]","[448, 390]","[0, 0, 1789, 1558]","[0, 0, 448, 390]",0.00499,"[""37:1344""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_09.jpg
NEAR-108,currency_blue_orb__273x277,currency_blue_orb__545x554,a99125c69348120007c532079171b6136e53761536c048473cf03f3bff16fa95,3e6d03439c83df7e7e7a73172c38427c6bd0794568a411bf943309904e270042,"[273, 277]","[545, 554]","[0, 0, 273, 277]","[0, 0, 545, 554]",0.001923,[],"[""I89:1604;89:1521"", ""I89:1604;89:1554"", ""I89:1604;89:1570"", ""I89:1604;89:1586"", ""I89:1604;89:1601"", ""89:1521"", ""89:1554"", ""89:1570"", ""89:1586"", ""89:1601"", ""89:1722"", ""110:1201"", ""I109:602;110:1201"", ""I109:604;110:1201"", ""I109:606;110:1201"", ""I109:608;110:1201"", ""I109:610;110:1201"", ""I109:612;110:1201""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_09.jpg
NEAR-109,equipment_turtle_warrior_chest_shell__608x522,equipment_turtle_warrior_chest_shell__304x261,53a8ca645c3e720207a3b6b3eed6d1296a1ef90179812d9b6ae857689f0ba895,292b644e608aafb49d41e29c3d1d10376df410b83a7e347bf68e8ece22f6befa,"[608, 522]","[304, 261]","[0, 0, 608, 522]","[0, 0, 304, 261]",3.1e-05,"[""80:1077""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_10.jpg
NEAR-110,ui_icon_hourglass__1343x1364,ui_icon_hourglass__336x341,40dbf7885c870b6b5c616043e34e2e3b72852389564bed936a1a37f0be3e74df,8a2034ab494d7c86de7f840c7490367a04fe19b9e7a931373e69585f08502de1,"[1343, 1364]","[336, 341]","[0, 0, 1343, 1364]","[0, 0, 336, 341]",0.0009,"[""45:1430"", ""45:1436""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_10.jpg
NEAR-111,background_dungeon_infernal_strip__272x91,background_dungeon_infernal_strip__2172x724,ec4b66b0dc31daba972f5a581b0b6c3880a37fcaf37bdc16d030161fa7e323f7,bed40ad56e5b0c33cc1e573b37cd36deb5b1862983da0d2b9ffa2ca9428ed92f,"[272, 91]","[2172, 724]","[0, 0, 272, 91]","[0, 0, 2172, 724]",0.003906,[],"[""I88:1291;86:1260"", ""86:1260"", ""86:1265""]",USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_10.jpg
NEAR-112,portrait_inferno_dragon__311x295,portrait_inferno_dragon__621x590,95be3b6e875c88bdfb5354f14ed3c459e21f83a869e45c203cf5cce1c8c99fb0,abbd1cb924c2530f2aea43bd42350159835cd080846d5d572d2bbed9a8f9cf5c,"[311, 295]","[621, 590]","[0, 0, 311, 295]","[0, 0, 621, 590]",0.000229,[],"[""80:1095""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_10.jpg
NEAR-113,equipment_fox_sorcerer_staff_orb__535x811,equipment_fox_sorcerer_staff_orb__268x406,71e3d20a6c9d11d768c68f291d42acc25c715a7d57403ab70871cce07ed9e18c,15a3c24edcd9fb2a77f24c0cc7c42585b9ea22c7059045e1f26ef8635a5b4d20,"[535, 811]","[268, 406]","[0, 0, 535, 811]","[0, 0, 268, 406]",0.002975,"[""80:1053""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_10.jpg
NEAR-114,equipment_elf_archer_boots__249x268,equipment_elf_archer_boots__497x535,a358d8c8fd66ce27d899777db7589fee54d6e52922e188780f345f8d87b35223,9cbfe54df96df48f35833cfafa5104d11b03384a1a32c0491a9dcfada6d3eece,"[249, 268]","[497, 535]","[0, 0, 249, 268]","[0, 0, 497, 535]",0.004715,[],"[""I80:950;80:911"", ""80:1010""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_10.jpg
NEAR-115,equipment_inferno_dragon_robe__521x524,equipment_inferno_dragon_robe__261x262,8af27cd5f91702b07a67a42889daa6859f861b53d5c102c974d74fb7727a875a,40679d9916de66ae0ea80bb64ba4ed49dcce918843df15e566d94d3936e918a1,"[521, 524]","[261, 262]","[0, 0, 521, 524]","[0, 0, 261, 262]",0.002731,"[""80:1071""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_10.jpg
NEAR-116,reference_screen_start__213x462,reference_screen_start__852x1846,ec4996b49673ecb1994b77ac46d864c65541c9612677e62faf2cb1513b6af2c3,98380547a7830f1f64d073add475cd22a4f7c8a6090a8e6c58928e87d0b05567,"[213, 462]","[852, 1846]","[0, 0, 213, 462]","[0, 0, 852, 1846]",0.0,[],"[""I109:590;203:12"", ""I109:602;109:590;203:12"", ""I109:604;109:590;203:12"", ""I109:606;109:590;203:12"", ""I109:608;109:590;203:12"", ""I109:610;109:590;203:12"", ""I109:612;109:590;203:12""]",UNUSED_OR_REFERENCE_ONLY,UNUSED_OR_REFERENCE_ONLY,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection. Reference-only classification remains excluded from interactive runtime import.,analysis/figma/near_duplicate_review/pairs_10.jpg
NEAR-117,branding_welcome_text__2172x724,branding_welcome_text__272x91_variant2,9de33e14e820794e8cde868cd5225b233a3e99f4d98985d1a314690fa9e180dc,faad992bdcfe518e0ffd68cc2f154f8e38dd967ac628bd59ac7d489d6362a12d,"[2172, 724]","[272, 91]","[219, 17, 1892, 722]","[27, 2, 237, 91]",0.141571,"[""90:1779"", ""90:1780""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Same welcome lettering; visibly different raster edge quality and normalized alpha outline delta14.2%; retain high-resolution source and low-resolution source separately.,analysis/figma/near_duplicate_review/pairs_10.jpg
NEAR-118,ui_button_orange__2542x1359,ui_button_orange__318x170,f09a6fa7466d5ca352e1b5be84a02119f860fb5527dcd1941ca19f3b97103622,06571d0c9631c9f378a2d9a32047f2ad80194a306f69128cd44ed774d3a25d46,"[2542, 1359]","[318, 170]","[0, 0, 2542, 1359]","[0, 0, 318, 170]",0.000214,"[""I2:269;2:490"", ""I2:278;2:490"", ""I2:292;2:490"", ""I2:424;2:493"", ""I106:559;2:493"", ""I75:607;75:582"", ""I80:926;75:582"", ""75:582"", ""2:490"", ""2:493""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_10.jpg
NEAR-119,portrait_turtle_warrior__660x592,portrait_turtle_warrior__330x296,4508b65d9bba20e222d9400b7e5a839e19212f309153ded7ce4880da7f840d9a,70f2f03b4c0f2191e4e67e28999e10aaab2bfab69b3ed34781b5ace193ea8b55,"[660, 592]","[330, 296]","[0, 0, 660, 592]","[0, 0, 330, 296]",0.0,"[""80:1087""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_10.jpg
